faction,rank,kind,detachments,dp_cost,score_prudent,score_central,score_favorable,primary,secondary,inventory,rule_stratagem,enhancement,flexibility,interpretation_coverage_pct,evidence_confidence_pct,inference_share_pct,conditionality_pct,inference_count,unsupported_count
Blood Angels,122,combination,FULGURIS TASK FORCE + VANGUARD SPEARHEAD,3,79.09,85.71,86.74,100,96.58,99.13,66.02,35.39,100,70.59,77,7.72,36.48,20,5
Blood Angels,123,combination,FULGURIS TASK FORCE + WRATH OF THE DOOMED,2,79.33,85.68,86.76,98.86,95.3,98.8,74.29,24.9,99.4,58.33,76,7.41,32.97,15,5
Blood Angels,124,combination,LEGACY OF GRACE + LIBRARIUS CONCLAVE + VENGEFUL HOSTS,3,77.33,85.53,86.27,100,99.08,92.57,57.19,59.43,97.29,66.67,80.83,9.59,30.38,24,6
Blood Angels,125,combination,ENCARMINE SPEARTIP + LIBRARIUS CONCLAVE + VENGEFUL HOSTS,3,77.64,85.36,86.11,100,99.08,92.57,52.9,66.3,97.29,61.11,77.39,9.04,32.2,23,7
Blood Angels,126,combination,LIBRARIUS CONCLAVE + VENGEFUL HOSTS + WRATH OF THE DOOMED,3,77.45,85.32,85.97,100,99.58,92.68,55.6,59.03,97.29,61.11,77.39,9.22,33.2,23,7
Blood Angels,127,combination,LIBRARIUS CONCLAVE + SUBVERSION ASSETS + VENGEFUL HOSTS,3,76.9,85,85.46,100,100,89.88,55.36,64.44,90.15,50,78,9.53,27.35,30,9
Blood Angels,128,combination,LEGACY OF GRACE + LIBRARIUS CONCLAVE + WRATH OF THE DOOMED,3,76,84.46,85.28,99.67,99.08,92.57,56.37,51.03,97.29,66.67,80.83,10.02,31.32,24,6
Blood Angels,129,combination,ENCARMINE SPEARTIP + LEGACY OF GRACE + LIBRARIUS CONCLAVE,3,76.15,84.41,85.22,99.27,98.59,92.46,53.69,58.13,97.29,66.67,80.83,9.79,30.38,24,6
Blood Angels,130,combination,LEGACY OF GRACE + LIBRARIUS CONCLAVE + SUBVERSION ASSETS,3,75.41,84.34,84.79,100,100,89.84,56.09,56.45,90.15,55.56,80.65,10.59,26.2,31,8
Blood Angels,131,combination,ENCARMINE SPEARTIP + LIBRARIUS CONCLAVE + WRATH OF THE DOOMED,3,76.1,84.26,85.11,99.87,98.85,92.57,52.1,57.73,97.29,61.11,77.39,9.68,33.2,23,7
Blood Angels,132,combination,ENCARMINE SPEARTIP + LIBRARIUS CONCLAVE + SUBVERSION ASSETS,3,75.54,84.16,84.63,100,100,89.84,51.86,63.15,90.15,50,78,10.24,27.35,30,9
Blood Angels,133,combination,LIBRARIUS CONCLAVE + SUBVERSION ASSETS + WRATH OF THE DOOMED,3,75.35,83.98,84.46,100,100,89.88,54.56,55.81,90.15,50,78,10.28,28.09,30,9
Blood Angels,134,combination,FIRESTORM ASSAULT FORCE + LIBRARIUS CONCLAVE,3,75.47,83.89,84.69,99.99,98.59,88.03,48.67,72.71,92.74,94.12,77.86,10.04,34.93,28,1
Blood Angels,135,combination,IRONSTORM SPEARHEAD + LIBRARIUS CONCLAVE,3,75.53,83.76,84.49,100,98.59,88.03,48.78,71.18,92.74,82.35,77.69,9.83,32.67,26,3
Blood Angels,136,combination,FULGURIS TASK FORCE + LIBRARIUS CONCLAVE + VENGEFUL HOSTS,3,75.83,83.68,84.41,100,99.08,92.57,55.68,43.93,97.29,66.67,77.5,9.38,31.57,24,6
Blood Angels,137,combination,LIBRARIUS CONCLAVE + THE ANGELIC HOST,3,75.18,83.54,84.15,100,100,88.28,48.67,64.23,94.54,94.12,77.86,10.01,36.38,28,1
Blood Angels,138,combination,LIBRARIUS CONCLAVE + ORBITAL ASSAULT FORCE,3,74.96,83.46,84.5,99.26,98.68,88.03,45.23,76.46,92.74,76.47,77.6,10.18,33.66,25,4
Blood Angels,139,combination,ANVIL SIEGE FORCE + LIBRARIUS CONCLAVE,3,74.8,83.1,83.99,100,99.15,88.16,48.15,64.09,92.74,88.24,77.78,9.99,38.25,27,2
Blood Angels,140,combination,BASTION TASK FORCE + LIBRARIUS CONCLAVE,3,74.44,82.79,83.6,100,98.92,88.11,49.48,59.06,92.74,82.35,77.69,10.09,32.8,26,3
Blood Angels,141,combination,LIBRARIUS CONCLAVE + VENGEFUL HOSTS,2,74.45,82.74,83.5,100,99.08,88.07,46.32,64.55,92.74,66.67,77,10.02,32.05,20,4
Blood Angels,142,combination,FULGURIS TASK FORCE + LEGACY OF GRACE + LIBRARIUS CONCLAVE,3,74.32,82.69,83.48,99.09,98.59,92.46,56.45,35.75,97.29,72.22,80.8,10.12,29.81,25,5
Blood Angels,143,single,FULGURIS TASK FORCE,1,76.73,82.63,83.67,97.3,94.41,97.81,74.45,2.4,97.6,66.67,75,7.14,30.96,12,2
Blood Angels,144,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE + LIBRARIUS CONCLAVE,3,74.54,82.61,83.38,99.85,98.35,92.46,52.18,42.63,97.29,66.67,77.5,9.77,31.57,24,6
Blood Angels,145,combination,FULGURIS TASK FORCE + LIBRARIUS CONCLAVE + WRATH OF THE DOOMED,3,74.31,82.57,83.4,99.83,98.85,92.57,54.89,35.31,97.29,66.67,77.5,10,32.55,24,6
Blood Angels,146,combination,FULGURIS TASK FORCE + LIBRARIUS CONCLAVE + SUBVERSION ASSETS,3,73.8,82.47,82.91,100,100,89.84,54.63,40.73,90.15,55.56,78.06,10.51,26.96,31,8
Blood Angels,147,combination,LIBRARIUS CONCLAVE + THE LOST BRETHREN,3,73.75,82.23,82.93,100,99.82,88.3,47.18,55.46,92.74,88.24,77.78,10.31,39.27,27,2
Blood Angels,148,combination,1ST COMPANY TASK FORCE + LIBRARIUS CONCLAVE,3,73.72,82.18,82.87,100,100,88.25,45.61,56.78,94.54,82.35,77.69,10.29,39.05,26,3
Blood Angels,149,combination,LIBRARIUS CONCLAVE + STORMLANCE TASK FORCE,3,73.51,81.86,82.56,99.98,98.59,88.03,38.91,71.93,92.74,88.24,77.78,10.2,32.25,27,2
Blood Angels,150,combination,HEADHUNTER TASK FORCE + LIBRARIUS CONCLAVE,3,73.38,81.59,82.31,99.99,98.59,88.03,37.83,71.39,92.74,76.47,77.6,10.06,32.93,25,4
Blood Angels,151,combination,ENCARMINE SPEARTIP + LIBRARIUS CONCLAVE,2,72.82,81.25,82.06,99.79,98.35,87.96,41.07,62.61,92.74,66.67,77,10.38,32.05,20,4
Blood Angels,152,combination,LEGACY OF GRACE + LIBRARIUS CONCLAVE,2,72.51,81.16,82.02,97.98,98.59,87.96,47.43,52.02,92.74,75,80.95,10.66,30,21,3
Blood Angels,153,combination,LIBRARIUS CONCLAVE + WRATH OF THE DOOMED,2,72.55,81.08,82,99.59,98.85,88.07,45.13,51.68,92.74,66.67,77,10.52,33.18,20,4
Blood Angels,154,combination,LIBRARIUS CONCLAVE + SUBVERSION ASSETS,2,71.71,80.68,81.18,100,99.52,83.74,44.85,59.81,82.03,50,80,11.12,24.53,19,6
Blood Angels,155,combination,LIBRARIUS CONCLAVE + VANGUARD SPEARHEAD,3,72.12,80.57,81.37,100,99.08,88.14,36.84,61.63,92.74,76.47,77.6,10.49,35.89,25,4
Blood Angels,156,combination,FULGURIS TASK FORCE + LIBRARIUS CONCLAVE,2,70.22,78.73,79.51,99.79,98.35,87.96,45.23,29.1,92.74,75,77.14,10.81,31.33,21,3
Blood Angels,157,single,LIBRARIUS CONCLAVE,1,63.14,69.98,71.62,94.31,95.6,73.17,16.21,55.54,75.68,83.33,80,9.77,31.84,9,1
